title,n_enrolled,course_type,institution,instructors,Level,subject,language,course_length_weeks,  price  ,Average_Course_effort_per_week
English for Doing Business in Asia ‚Äì Writing,44252,Self-paced on your time,The Hong Kong University of Science and Technology,Sean McMinn-Delian Gaskell,Introductory,Humanities,English,7,  £60.00  ,3.5
English for Doing Business in Asia ‚Äì Speaking,68422,Self-paced on your time,The Hong Kong University of Science and Technology,Sean McMinn-Delian Gaskell,Introductory,Humanities,English,7,  £60.00  ,3.5
English Grammar and Style,0,Instructor-led on a course schedule,The University of Queensland,Roslyn Petelin,Introductory,Humanities,English,8,  £99.00  ,3.5
Engineering Calculus and Differential Equations,21535,Self-paced on your time,University of Hong Kong,Kwok Wing Chow-Kai Man Tsang,Introductory,Math,English,6,  £50.00  ,4.5
Energ√≠a el√©ctrica: conceptos y principios b√°sicos,9762,Self-paced on your time,Tecnol√≥gico de Monterrey,Manuel Mac√≠as Garc√≠a-Rodolfo Anaya Zamora-Cornelio Contreras Hinojosa,Intermediate,Engineering,English,7,  £49.00  ,4.5
Energy Within Environmental Constraints,95324,Self-paced on your time,Harvard University,David Keith-Daniel Thorpe,Introductory,Environmental Studies,English,10,  £99.00  ,4
Energy Principles and Renewable Energy,19520,Instructor-led on a course schedule,The University of Queensland,Simon Smart,Advanced,Energy & Earth Sciences,English,14,  £375.00  ,11
Enabling Technologies for Data Science and Analytics: The Internet of Things,71290,Self-paced on your time,Columbia University,Fred Jiang-Julia Hirschberg-Michael Collins-Shih-Fu Chang,Introductory,Computer Science,English,5,  £99.00  ,8.5
Empathy and Emotional Intelligence at Work,45867,Self-paced on your time,"University of California, Berkeley",Dacher Keltner-Emiliana Simon-Thomas,Introductory,Business & Management,English,4,  £199.00  ,1.5
Embedded Systems Essentials with Arm: Getting Started,0,Self-paced on your time,Arm Education,Khaled Benkrid-Shuojin Hang-Mark Allen-Tim Wilmshurst,Intermediate,Computer Science,English,6,  £149.00  ,4.5
Embedded Systems - Shape The World: Multi-Threaded Interfacing,27814,Self-paced on your time,The University of Texas at Austin,Jonathan Valvano-Ramesh Yerraballi,Intermediate,Computer Science,English,8,  £49.00  ,9
Embedded Systems - Shape The World: Microcontroller Input/Output,69182,Self-paced on your time,The University of Texas at Austin,Jonathan Valvano-Ramesh Yerraballi,Intermediate,Computer Science,English,8,  £49.00  ,9
EmSAT English Preparation - Level 2,7346,Self-paced on your time,United Arab Emirates University,Kevin Rooney,Intermediate,Language,English,6,  £49.00  ,2.5
EmSAT English Preparation - Level 1,29101,Self-paced on your time,United Arab Emirates University,Derek Justin Brown,Introductory,Language,English,6,  £49.00  ,2.5
"Electronic, Optical, and Magnetic Properties of Materials",9717,Instructor-led on a course schedule,Massachusetts Institute of Technology,Polina Anikeeva-Jessica Sandland,Advanced,Engineering,English,15,  £150.00  ,12
"Electrical, Optical & Magnetic Materials and Devices",16905,Self-paced on your time,Massachusetts Institute of Technology,Caroline Ross-Jessica Sandland,Intermediate,Engineering,English,16,  £150.00  ,10
Electric and Conventional Vehicles,22089,Instructor-led on a course schedule,Chalmers University of Technology,Sven Andersson-Anders Grauers,Advanced,Engineering,English,6,  £249.00  ,15
Electric Cars:¬†Introduction,56171,Self-paced on your time,Delft University of Technology,Pavol Bauer-Margot Weijnen-Frank Rieck,Intermediate,Engineering,English,4,  £50.00  ,4.5
Electric Cars: Technology,40972,Self-paced on your time,Delft University of Technology,Pavol Bauer-Auke Hoekstra-Gautham Ram-Marnix Wagemaker,Intermediate,Engineering,English,4,  £50.00  ,4.5
Electric Cars: Business,14199,Self-paced on your time,Delft University of Technology,Frank Rieck-Roland Steinmetz-Rick Wolbertus-Bert van Wee,Intermediate,Business & Management,English,4,  £50.00  ,4.5
El valor de la creatividad y la innovaci√≥n: La Econom√≠a Naranja,23728,Self-paced on your time,Inter-American Development Bank,Marina Casciano-Micaela Cordero-Helga Flores Trejo-Matteo Grazzi,Introductory,Art & Culture,English,8,  £25.00  ,3
El m√©todo de ciencia de datos,0,Self-paced on your time,IBM,Alex Aklson,Introductory,Data Analysis & Statistics,English,7,  £39.00  ,5
"El manejo de plagas, malezas y enfermedades en los Sistemas de Siembra Directa",0,Self-paced on your time,Universidad Nacional de C√≥rdoba,Roberto Peralta,Intermediate,Biology & Life Sciences,English,4,  £99.00  ,6
El cerebro y las emociones en el lenguaje,41279,Self-paced on your time,Universidad del Rosario,√Ångela Mart√≠nez Rodr√≠guez-Janeth Hern√°ndez Jaramillo,Introductory,Communication,English,5,  £49.00  ,4.5
Effective Communication for Today's Leader,8862,Self-paced on your time,Tecnol√≥gico de Monterrey,Carlos Alberto Tena S√°nchez,Intermediate,Business & Management,English,4,  £149.00  ,6.5
Effective Communication for Program and Project Stakeholders and Teams,0,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",Bill Brantley,Introductory,Business & Management,English,5,  £199.00  ,4
Educaci√≥n¬†sobre el cambio clim√°tico,23253,Self-paced on your time,Inter-American Development Bank,Emma Naslund-Hadley-Juan Paredes,Introductory,Education & Teacher Training,English,10,  £25.00  ,4.5
"Educaci√≥n de calidad para todos: equidad, inclusi√≥n y atenci√≥n a la diversidad",25111,Self-paced on your time,Universidad Aut√≥noma de Madrid,Gerardo Echeita-Elena Martin-Marta Sandoval-Cecilia Sim√≥n,Introductory,Education & Teacher Training,English,6,  £49.00  ,4
Economics and Policies in a Biobased Economy,0,Self-paced on your time,Wageningen University & Research,Justus Wesseler-Dusan Drabik-Hans van Meijl,Advanced,Energy & Earth Sciences,English,4,  £149.00  ,16
Ecodesign for Cities and Suburbs,28472,Self-paced on your time,University of British Columbia,Jonathan Barnett-Larry Beasley,Introductory,Environmental Studies,English,6,  £99.00  ,4.5
D√©couvrir le marketing,30030,Instructor-led on a course schedule,Universit√© catholique de Louvain,Chantal de Moerloose-Claude Pecheux-Anne-Laure Bartier,Intermediate,Business & Management,French,10,  £150.00  ,4
Dynamics and Control,27763,Self-paced on your time,Universitat Polit√®cnica de Valencia,Pedro Albertos,Introductory,Engineering,English,6,  £50.00  ,4.5
Drug Discovery & Medicinal Chemistry,0,Self-paced on your time,Davidson College,Erland Stevens,Intermediate,Medicine,English,5,  £99.00  ,6
Drones and Autonomous Systems 2: Applications in Emergency Management,0,Self-paced on your time,University of Maryland Global Campus-University System of Maryland,"Brian Powers, M.A.",Intermediate,Science,English,6,  £149.00  ,2.5
Driving Digital Innovation through Experimentation,16904,Instructor-led on a course schedule,Boston University,Paul R. Carlile-Ben Lubin,Advanced,Computer Science,English,6,  £399.00  ,4
Drinking Water Treatment,51918,Self-paced on your time,Delft University of Technology,Luuk Rietveld-Doris van Halem,Intermediate,Engineering,English,7,  £50.00  ,7
Drainage in Agriculture: controlling water and salt levels in the soil,0,Self-paced on your time,Wageningen University & Research,Dr. Ir. Henk Ritzema-Dr. Ir. Klaas Metselaar-Dr. Ir. Jos van Dam-Dr. Ir. Lodewijk Stuyt,Advanced,Environmental Studies,English,5,  £49.00  ,19
Doing Gender and Why it Matters,6826,Self-paced on your time,University of Hong Kong,Karen Laidler-Carmen Tong-Puja Kapai,Introductory,Social Sciences,English,6,  £99.00  ,1.5
Dog Behavior: Problems and Solutions,16467,Self-paced on your time,Arizona State University,"Clive D.L. Wynne,",Intermediate,Social Sciences,English,3,  £169.00  ,7
Diversity and Social Justice in Social Work,11055,Self-paced on your time,The University of Michigan,Jamie Mitchell,Advanced,Social Sciences,English,8,  £199.00  ,9
Dise√±o y Desarrollo de Recursos Multimedia para la Ense√±anza Virtual,14266,Self-paced on your time,Universidad Galileo,Rocael Hern√°ndez Rissardini-Miguel Morales-M√≥nica Mishell P√©rez de Santisteban-Carla Sandoval Orellana,Intermediate,Humanities,English,4,  £49.00  ,4.5
Dise√±o e innovaci√≥n de modelo de negocios,7180,Self-paced on your time,Tecnol√≥gico de Monterrey,Luis Antonio Marquez-Heine,Advanced,Business & Management,English,4,  £99.00  ,6.5
Dise√±o de sistemas de informaci√≥n gerencial para intranet con Microsoft Access,9144,Self-paced on your time,Universidad del Rosario,Claudia Alejandra Castillo Chavarro-Juan Manuel S√°nchez Barrero,Intermediate,Computer Science,English,4,  £49.00  ,8
Dise√±o de Jardines,5683,Self-paced on your time,Universidad Nacional de C√≥rdoba,Patricia Gil-Paola Campitelli-Laura Vargas-Melisa Marinsaldi,Introductory,Biology & Life Sciences,English,4,  £29.00  ,1.5
"Dise√±a, fabrica y programa tu propio robot",25024,Self-paced on your time,Universitat Polit√®cnica de Valencia,Leopoldo Armesto √Ångel,Introductory,Engineering,English,6,  £75.00  ,9
Dise√±a presentaciones eficaces con Powerpoint,36663,Self-paced on your time,Universitat Polit√®cnica de Valencia,Miguel Ferrando Bataller-Ignacio Despujol-Linda Casta√±eda Quintero,Introductory,Computer Science,English,3,  £50.00  ,7
Discover Political Science,6573,Instructor-led on a course schedule,Universit√© catholique de Louvain,Nathalie Schiffino-Leclercq-Pierre Baudewyns-Vincent Legrand-Min Reuchamps,Intermediate,Social Sciences,English,10,  £50.00  ,5
Disaster Medicine Training,10937,Self-paced on your time,Stanford University,Jessica Ngo,Introductory,Medicine,English,8,  £50.00  ,1.5
Digital Transformation in Business,10118,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",Henry Lucas-Ritu Agarwal-Anandasivam Gopal-Joseph P. Bailey,Advanced,Business & Management,English,7,  £214.00  ,9
Digital Security and Human Rights,11443,Self-paced on your time,Amnesty International,Amnesty International,Introductory,Social Sciences,English,3,  £49.00  ,1.5
Digital Design,12339,Self-paced on your time,The Hong Kong University of Science and Technology,Ravindra Goonetilleke-Sai-Kit Yeung,Introductory,Design,English,5,  £50.00  ,5.5
Digital Branding and Engagement,122977,Self-paced on your time,Curtin University,Sonia Dickinson,Intermediate,Communication,English,4,  £99.00  ,3.5
Digital Biomaterials,0,Self-paced on your time,University of Hong Kong,Jukka Matinlinna-James Kit Hon Tsoi,Introductory,Medicine,English,4,  £149.00  ,3
Diagramas UML estructurales para la Ingenier√≠a del Software,5820,Self-paced on your time,Universitat Polit√®cnica de Valencia,Ignacio Panach-√ìscar Pastor-Ana Le√≥n,Introductory,Computer Science,English,5,  £50.00  ,3.5
Designing the User Experience,6416,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",Cait von Schnetlage,Introductory,Business & Management,English,4,  £199.00  ,2.5
Designing and Leading Learning Systems,11895,Self-paced on your time,The University of Michigan,Donald J. Peurach,Advanced,Education & Teacher Training,English,8,  £199.00  ,3
Designing and Creating Trousers,7544,Self-paced on your time,The Hong Kong Polytechnic University,Tanya Dove-Jalice Cheng-Kristina Shin-Marco Rebora,Introductory,Design,English,5,  £99.00  ,4
Designing and Creating Skirts,13954,Self-paced on your time,The Hong Kong Polytechnic University,Tanya Dove-Kristina Shin-Jalice Cheng-Marco Rebora,Introductory,Design,English,5,  £99.00  ,4
Design in Healthcare: Using Patient Journey Mapping,17946,Self-paced on your time,Delft University of Technology,Richard H.M. Goossens,Introductory,Design,English,8,  £129.00  ,3.5
Design Thinking: Prototyping and User Testing,10769,Self-paced on your time,Rochester Institute of Technology,Jennifer Englert-Melissa Dawson,Intermediate,Business & Management,English,6,  £299.00  ,10
"Design Thinking: Ideation, Iteration and Communication",14629,Self-paced on your time,Rochester Institute of Technology,Mike Johansson,Intermediate,Business & Management,English,6,  £299.00  ,10
Design Thinking: Empathizing to Understand the Problem,13340,Self-paced on your time,Rochester Institute of Technology,Jennifer Englert,Intermediate,Business & Management,English,6,  £299.00  ,10
Design Thinking and Creativity for Innovation,47549,Self-paced on your time,The University of Queensland,Tim Kastelle,Intermediate,Business & Management,English,10,  £5.00  ,9
Design Thinking Fundamentals,56446,Self-paced on your time,Rochester Institute of Technology,Lorraine Justice-Dan Harel,Intermediate,Business & Management,English,6,  £299.00  ,10
Desaf√≠os y oportunidades en la econom√≠a digital,47792,Self-paced on your time,Inter-American Development Bank,Ana Mar√≠a Rodr√≠guez-Ortiz-Ignacio De Le√≥n-Miguel Porr√∫a-Mar√≠a In√©s Vasquez Rossi,Introductory,Economics & Finance,English,10,  £25.00  ,2.5
Desafios e oportunidades na economia digital,6913,Self-paced on your time,Inter-American Development Bank,‚ÄãAna Mar√≠a Rodr√≠guez-Ortiz-Agustina Calatayud-Pau Puig-Diego Molano,Introductory,Economics & Finance,Portuguese,10,  £25.00  ,2.5
Derechos humanos: Los derechos de las personas refugiadas,28398,Self-paced on your time,Amnesty International,Amnist√≠a Internacional,Introductory,Humanities,English,3,  £49.00  ,4
Demand and Supply Analytics,23585,Instructor-led on a course schedule,Columbia University,Daniel Guetta,Intermediate,Business & Management,English,12,  £249.00  ,9
Deep Learning with Tensorflow,37564,Self-paced on your time,IBM,Saeed Aghabozorgi,Intermediate,Data Analysis & Statistics,English,5,  £99.00  ,3
Deep Learning with Python and PyTorch,36195,Self-paced on your time,IBM,Joseph Santarcangelo,Intermediate,Data Analysis & Statistics,English,6,  £99.00  ,3
Deep Learning Fundamentals with Keras,32140,Self-paced on your time,IBM,Alex Aklson,Intermediate,Data Analysis & Statistics,English,5,  £99.00  ,3
Deep Learning Essentials,5018,Self-paced on your time,Universit√© de Montr√©al,Mirko Bronzi-Golnoosh Farnadi-Ga√©tan Marceau Caron-Jeremy Pinto,Intermediate,Computer Science,English,5,  £149.00  ,5
Decision Making Under Uncertainty: Introduction to Structured Expert Judgment,0,Self-paced on your time,Delft University of Technology,Tina Nane-Anca Hanea-Roger Cooke,Introductory,Business & Management,English,6,  £50.00  ,5
Debate y argumentaci√≥n,10954,Self-paced on your time,Universidad del Rosario,Diego Fernando Duarte Leal,Introductory,Humanities,English,4,  £49.00  ,5
Dealing with Power and Dynamics: Discover Your Leadership Style and Influence Stakeholders,16013,Self-paced on your time,Delft University of Technology,Hans de Bruijn-Gerdien de Vries,Intermediate,Business & Management,English,5,  £125.00  ,4.5
Datos para la efectividad de las pol√≠ticas p√∫blicas,80425,Self-paced on your time,Inter-American Development Bank,Ivette Fis de Melo-Norma Palomino,Introductory,Data Analysis & Statistics,English,10,  £25.00  ,4.5
Databases: Relational Databases and SQL,20502,Self-paced on your time,Stanford University,Jennifer Widom,Introductory,Computer Science,English,2,  £50.00  ,9
